textID,text,selected_text,sentiment,lemma
e5e2d9d1f3, _ i am glad to break my twitter virginity with you two.,glad,positive,  _ i be glad to break -PRON- twitt virginity with -PRON- two .
b7a9ba95d0,Dinner with the fam... I have missed them,I have missed them,negative,dinner with the fam ... -PRON- have miss -PRON-
a54d3c2825," I know   It was worth a shot, though!",as wort,positive,"  -PRON- know    -PRON- be worth a shot , though !"
5b578d0b4c,"Just opened a facebook account, I`m a little confused I don`t really get it. Twitter seems much better",better,positive,"just open a facebook account , I`m a little confused -PRON- don`t really get -PRON- . twitter seem much well"
c4ab28566e,Ship. I`m stuck.,Ship. I`m stuck.,negative,ship . I`m stick .
162a2510d2,DUSTBIN BABY ON AT 11.30 Cannot wait  x,Cannot wait,positive,DUSTBIN BABY on at 11.30 can not wait   x
c25871ec9e," Not going to dwell on it. It happened, it`s passed. Just a shame as he was so supportive! Such is life!  x",shame,negative,"  not go to dwell on -PRON- . -PRON- happen , it`s pass . just a shame as -PRON- be so supportive ! such be life !   x"
1594011c6d,Laying in bed til workkk... Oh the life. Definitely pinched a nerve.,Definitely pinched a nerve.,negative,lay in bed til workkk ... oh the life . definitely pinch a nerve .
bb61a7094b,today is a busy day. exhausting!,exhausting!,negative,today be a busy day . exhausting !
b5dd587dd2, Sorry to hear ur flight got cancelled  that blows!!!,Sorry,negative,  sorry to hear ur flight get cancel   that blow ! ! !
e5160216a5,ohh my tooth is hurts ohh  im sad it very hurts,im sad it very hurts,negative,ohh -PRON- tooth be hurt ohh   -PRON- be sad -PRON- very hurt
ea3320d696,"Before I get too distracted, I`d like to thank my new followers for taking the trouble to follow me! And to my others: feelin the love","Before I get too distracted, I`d like to thank my new followers for taking the trouble to follow me! And to my others: feelin the love",positive,"before -PRON- get too distracted , i`d like to thank -PRON- new follower for take the trouble to follow -PRON- ! and to -PRON- other : feelin the love"
5680a0b488, u think u have bills Ha!Ii just finished paying mine that`s y I`m broke,I`m broke,negative,  u think u have bill Ha!Ii just finish pay -PRON- that`s y I`m break
e9f7f78cfa,mcfly gig last nightt omg it was amazin didnt sit down through the whole thing  mcfly did you see me and ma best mate we were in tutus,it was amazin,positive,mcfly gig last nightt omg -PRON- be amazin do not sit down through the whole thing   mcfly do -PRON- see -PRON- and ma good mate -PRON- be in tutus
4c71b5fb91,2 days without sleep and now a migraine. I thought life postR01 was meant to be relaxing,now a migraine.,negative,2 day without sleep and now a migraine . -PRON- think life postR01 be mean to be relax
0404648e1c,?sucks!?..,?sucks!?..,negative,? suck ! ? ..
d723ea3299," doing pretty well, up and wide awake","doing pretty well,",positive,"  do pretty well , up and wide awake"
f1f5e8edfa,I Miss Daddy and Mommy,I Miss Daddy and Mommy,negative,-PRON- miss Daddy and Mommy
51f4502988,"My dog is officially depressed that my brother`s dogs are gone. He doesn`t want to go outside and when we did, he play half-heartedly.",officially depressed,negative,"-PRON- dog be officially depressed that -PRON- brother`s dog be go . -PRON- doesn`t want to go outside and when -PRON- do , -PRON- play half - heartedly ."
c9091836ce,"My frist post... Off to find a new car for my parents, exciting!",exciting!,positive,"-PRON- frist post ... off to find a new car for -PRON- parent , exciting !"
9668542b2a,Argh noo! Missed The Killers on Wossy!  That sucks! Missed out on Brandon. Total failure! Anyone know if it`s repeated? Must investigate!,That sucks!,negative,Argh noo ! Missed the Killers on Wossy !   that suck ! miss out on Brandon . total failure ! anyone know if it`s repeat ? Must investigate !
cd5d081760,seriously bored without anyone to talk to... but not tired enough for sleep,bored,negative,seriously bored without anyone to talk to ... but not tired enough for sleep
061eb4c0de, I am lost. Please help me find a good home.,I am lost.,negative,  -PRON- be lose . please help -PRON- find a good home .
7733e8541a,Ok so I`ve now got a bit of a bad back after lifting all drum hardware into my car   downer.,bad,negative,ok so I`ve now get a bit of a bad back after lift all drum hardware into -PRON- car    downer .
2f5c77dfb3, oh nice going!,oh nice going!,positive,  oh nice go !
a97db072ed,Gonna celebrate Mothers Day with the family but gonna start the partying tonite,partying,positive,go to celebrate Mothers Day with the family but go to start the party tonite
f3117413cc, i agree with you!,i agree with you!,positive,  i agree with -PRON- !
59cb0c3a14, I only do computers. Am hopeless at everything else,Am hopeless at everything else,negative,  -PRON- only do computer . be hopeless at everything else
322b61740c,"90 degrees, gross skies, and thunderstorms...perfect match for my mood  lol",perfect ma,positive,"90 degree , gross sky , and thunderstorm ... perfect match for -PRON- mood   lol"
7179c215a7,_2nd aww thanks!,thanks!,positive,_ 2nd aww thank !
1f581d48bc, Sorry RB is on PS3 for me,Sorry,negative,  Sorry RB be on PS3 for -PRON-
9191e574bb,I just stuck my finger down my throat and there are a bunch of bumps on my tongue & throat.,stuck,negative,-PRON- just stick -PRON- finger down -PRON- throat and there be a bunch of bump on -PRON- tongue & throat .
f4e428e4b3,dang last url went down  ? http://blip.fm/~7aigm,dang,negative,dang last url go down   ? http://blip.fm/~7aigm
1ee0b44db0," ohoh i missed all ur tweets  im gonna have to stay awake all night to see the announcement now, **** time difference",i missed all ur tweets,negative,"  ohoh i miss all ur tweet   -PRON- be go to have to stay awake all night to see the announcement now , * * * * time difference"
4095d52d2d, Damnit all. That sucks.  You were one of the ones I thought I`d drag back lol,Damnit all. That sucks.,negative,  Damnit all . that suck .   -PRON- be one of the one -PRON- think I`d drag back lol
e8be898842,this is sooo crazy i have fever..,this is sooo crazy,negative,this be sooo crazy i have fever ..
9b388b2cd9,is spending her Saturday morning taking notes for a research essay because some stupid **** recalled the book I`m using. Not fair,some stupid ****,negative,be spend -PRON- Saturday morning take note for a research essay because some stupid * * * * recall the book i`m use . not fair
b94aaf845e,Please Review Sunehre Ad Placement  http://tinyurl.com/oow6mk,Please Re,positive,please review Sunehre Ad Placement   http://tinyurl.com/oow6mk
95d0ad2e17,aww  you loooove me,aww  you loooove me,positive,aww   -PRON- loooove -PRON-
39923bb286,awesome lucky you,awesome lucky you,positive,awesome lucky -PRON-
c1b915d1d5," haha im jewish, i love that one",love,positive,"  haha -PRON- be jewish , i love that one"
c2a17084e9, l`m on 3 days too matt. No fun this weekend.,No fun,negative,  l`m on 3 day too matt . no fun this weekend .
356ad29589, I feel your pain. Mine is the same way,I feel your pain.,negative,  -PRON- feel -PRON- pain . -PRON- be the same way
81e6c0ac2d, Sadly no. It didn`t come with one...,Sadly,negative,  sadly no . -PRON- didn`t come with one ...
12cfc10225,Cant wait to see my boy tomorrow,Cant wait,positive,can not wait to see -PRON- boy tomorrow
81e29d1a0b, aww I miss driving down elmwood,aww I miss driving,negative,  aww -PRON- miss drive down elmwood
3773846bc3,Omg Wango Tango was **** AWSOME! I love my baby for taking me,Omg Wango Tango was **** AWSOME! I love my baby for taking me,positive,Omg Wango Tango be * * * * AWSOME ! -PRON- love -PRON- baby for take -PRON-
6f3818a39e,"Version 2 of our live, interactive Trans-Siberian ticket planner is launched: http://tinyurl.com/c5ljwm - its very cool",its very cool,positive,"version 2 of -PRON- live , interactive trans - siberian ticket planner be launch : http://tinyurl.com/c5ljwm - -PRON- very cool"
2e6ee964a4,_30439 I really wish I could go!,wish,positive,_ 30439 -PRON- really wish -PRON- could go !
12da1098a2, I`m 25 in december that`s not good at all next big birthday is 30  after 21 it flys by for sure,that`s not good,negative,  I`m 25 in december that`s not good at all next big birthday be 30   after 21 -PRON- fly by for sure
38e44e0f32,  This has made my night!!  Way too funny!!,This has made my night!!  Way too funny!,positive,   this have make -PRON- night ! !   way too funny ! !
b534d768ca,Woo CAVS.  Happy Mother`s Day!,Happy,positive,Woo CAVS .   happy mother`s Day !
7e820f005a, Thanks for the warm welcome! We didn`t make plans   because our arrival time was so up in the air.,Thanks,positive,  thank for the warm welcome ! -PRON- didn`t make plan    because -PRON- arrival time be so up in the air .
a210eda5c9, sorry  friends - I`m swamped with deadlines right now and we have family visiting to boot! No charades for me.,sorry  friends,negative,  sorry   friend - i`m swamp with deadline right now and -PRON- have family visit to boot ! no charade for -PRON- .
5fcf7bd80c,"My sunburn is peeling,","My sunburn is peeling,",negative,"-PRON- sunburn be peel ,"
bba9d463f4,Laying ALONE!! Since Mook`s soo comfy in his f`n play pen. I thought it was ill at first now I don`t have no one to cuddle with...,I don`t have no one to cuddle with..,negative,lay alone ! ! since mook`s soo comfy in -PRON- f`n play pen . -PRON- think -PRON- be ill at first now -PRON- don`t have no one to cuddle with ...
54a62c239a,I hate the dentist,hate,negative,-PRON- hate the dentist
ebc8565a98," nothing aimed at you, just joining in...sorry",.sorry,negative,"  nothing aim at -PRON- , just join in ... sorry"
cf888f0df3,I`m taking a twitter break. Cell is dying,dying,negative,I`m take a twitt break . cell be die
4c8d61cfd0,I wish I could get my nails done  stupid job,stupid job,negative,-PRON- wish -PRON- could get -PRON- nail do   stupid job
2c80b2043e, Have a good one,Have a good on,positive,  have a good one
1ecbc820d1," yep infact she is popular, miss india 99, talented film actress .... and lot more","she is popular,",positive,"  yep infact -PRON- be popular , miss india 99 , talented film actress .... and lot more"
02e569bee0,Dosen`t Want To Go To Work Tomorrow,Dosen`t Want To,negative,Dosen`t want to go to work tomorrow
f6f3b8b7a4,Daniel has won DSDS. His voice is great.,His voice is great.,positive,Daniel have win DSDS . -PRON- voice be great .
0ddd346323,_x_ATL u mean jack barakat`s?! wow so have u ever gone to his house? Hehe i mean ur ssoo lucky to have the address!,lucky,positive,_ x_ATL u mean jack barakat`s ? ! wow so have u ever go to -PRON- house ? hehe i mean ur ssoo lucky to have the address !
38a6cb940a,I sure do hope it becomes 4:20 this afternoon ...,I sure do hope,positive,-PRON- sure do hope -PRON- become 4:20 this afternoon ...
a0f446e1bf, it means that you are now FAMOUS. Congrats!,Congrats!,positive,  -PRON- mean that -PRON- be now FAMOUS . congrat !
db0db7f325,My phone passed away yesterday.. He jumped off the table  Searching for a new phone...,passed away,negative,-PRON- phone pass away yesterday .. -PRON- jump off the table   search for a new phone ...
123fa2ef14,"I have such fantastic friends, including several ones met through here! thanks for being in my life - you are such amazing people!",you are such amazing people!,positive,"-PRON- have such fantastic friend , include several one meet through here ! thank for be in -PRON- life - -PRON- be such amazing people !"
8ebbcfcfd1,tamlyn wishes she was as cool as my sock draw,cool,positive,tamlyn wish -PRON- be as cool as -PRON- sock draw
301f7824f5,"Yes, I love tea. If that makes me typically English then so be it","Yes, I love tea.",positive,"yes , -PRON- love tea . if that make -PRON- typically English then so be -PRON-"
715e081e22, a mouth for sure,a mouth for sure,positive,  a mouth for sure
e8f99c2de0, pancakes!! with lemon and sugar thanks!,thanks!,positive,  pancake ! ! with lemon and sugar thank !
b53d8f2b09," Si, no bueno  I guess I just don`t entertain him :/",s I just don`t entertain him :/,negative,"  Si , no bueno   -PRON- guess -PRON- just don`t entertain -PRON- :/"
71dddc0dff,I`m so hunrgy right now and these heels kill me I can hardly walk in them,kill me,negative,I`m so hunrgy right now and these heel kill -PRON- -PRON- can hardly walk in -PRON-
ca57a8830c,both electronic keys stopped working. there is no keyhole! cant get in my car. so much for technology,both electronic keys stopped working. there is no keyhole!,negative,both electronic key stop work . there be no keyhole ! can not get in -PRON- car . so much for technology
0f0a1d8c75," Yay, three followers! Good to know more than one person in this big wide world likes fishies.",Good,positive,"  Yay , three follower ! good to know more than one person in this big wide world like fishie ."
187745f502,'my name is Tony!!!!!! ...not hey!!!!' -  poor tony,poor tony,negative,' -PRON- name be Tony ! ! ! ! ! ! ... not hey ! ! ! ! ' -   poor tony
